ensembl_gene_id	external_gene_name	Fem7_Exe_shelf	Fem8_Exe_shelf	Fem9_Exe_shelf	Fem7_Exe_HVC	Fem8_Exe_HVC	Fem9_Exe_HVC	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSTGUG00000007781	SCML2	270	211	264	219	229	200	231.9682759833954	-0.16120765032279524	0.2351611456727854	-0.6855199223561675	0.49301589344866714	0.9998207068924773
ENSTGUG00000007782		78	158	83	118	173	90	115.43067415093502	0.31733028594389706	0.3716324070593889	0.8538821693587824	0.39317028006553906	0.9998207068924773
ENSTGUG00000007783	FOXK1	337	343	270	268	246	311	294.5642217157297	-0.15950872084953885	0.2142070734171665	-0.744647309283279	0.45648496003988387	0.9998207068924773
ENSTGUG00000007784		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000007785	MFSD11	86	127	91	85	166	93	106.57277955086505	0.21679444835641695	0.3343449641462602	0.6484154738504737	0.5167162647442519	0.9998207068924773
ENSTGUG00000007786	SRD5A1	144	159	108	133	184	158	146.6437330295601	0.24584359929263605	0.2577660886470583	0.9537468663275296	0.3402117907953052	0.9998207068924773
ENSTGUG00000007787		5	15	8	4	5	4	6.660449417674287	-1.0390740241516294	0.9659444574593281	-1.0757078381966703	0.28205794084461844	0.9998207068924773
ENSTGUG00000007788	FARSB	2007	2365	2298	2017	2303	2094	2166.8438261632286	-0.009625116108037027	0.12046860469370448	-0.07989729882328439	0.9363189381900313	0.9998207068924773
ENSTGUG00000007789	NSUN2	781	818	885	705	796	869	803.7708989591623	-0.027757157783374595	0.14112223813169703	-0.19668875827685833	0.8440711078476648	0.9998207068924773
ENSTGUG00000007790		4	1	3	0	1	0	1.499838975102883	-2.8834551484827937	2.277899195686892	-1.2658396622390038	0.20557049203787964	0.9998207068924773
ENSTGUG00000007791		515	234	336	447	213	272	341.6282814566415	-0.16499745679929992	0.39535764587633115	-0.41733720979032624	0.6764317752871388	0.9998207068924773
ENSTGUG00000007792		215	447	272	261	427	211	301.0500519541297	0.0029366531060111296	0.32214921136595615	0.009115816529735784	0.9927267314644311	0.9998207068924773
ENSTGUG00000007793	MN1	266	278	260	346	297	342	298.2274268141794	0.34367209482964695	0.20082314189399372	1.7113171897841202	0.08702257477125364	0.9998207068924773
ENSTGUG00000007794		403	448	394	427	446	484	431.69058025854423	0.16910559706797346	0.15917451872482433	1.0623911315875731	0.28805815814525526	0.9998207068924773
ENSTGUG00000007795		115	83	106	73	93	112	96.48560089512594	-0.10533787205468717	0.3097595447944178	-0.34006336148446414	0.7338088125348825	0.9998207068924773
ENSTGUG00000007796	PITPNB	3933	3662	3288	3538	3878	3458	3617.539239480804	0.040197513832690025	0.15407784784111164	0.2608909353026696	0.7941766154196851	0.9998207068924773
ENSTGUG00000007797		118	140	40	75	119	58	90.90852418523002	-0.20061472857248983	0.48560318050737056	-0.4131248241885122	0.679515162617413	0.9998207068924773
ENSTGUG00000007798		538	401	513	418	467	539	477.9031031470427	0.001355787026455958	0.20799432570881454	0.006518384681099507	0.9947991183319401	0.9998207068924773
ENSTGUG00000007799		809	985	830	736	848	754	821.0182211954923	-0.11902086496243822	0.14301346607568022	-0.8322353707549083	0.40527610247754187	0.9998207068924773
ENSTGUG00000007800	ADAMTSL3	115	31	35	110	41	66	68.22606326515792	0.30237933847937476	0.6231039112373882	0.48527915332596144	0.6274783410397552	0.9998207068924773
ENSTGUG00000007801		807	936	903	781	963	873	870.8317088724323	0.026895161350729748	0.13103326590914155	0.2052544532422694	0.8373733274392732	0.9998207068924773
ENSTGUG00000007802	TBX4	1	3	0	7	0	0	1.9428481967684261	1.0226953380248789	2.545182003672217	0.40181619096368065	0.6878193054976243	0.9998207068924773
ENSTGUG00000007803		1	1	7	1	2	8	3.252652117128226	0.2950998009178787	1.5336749428709686	0.19241352431921818	0.8474182994585854	0.9998207068924773
ENSTGUG00000007804	CHIC2	116	128	134	101	123	137	122.13297634510224	-0.028035436212472446	0.24287957164554	-0.11542937111807633	0.9081047997647367	0.9998207068924773
ENSTGUG00000007805	METTL23	488	382	582	409	349	543	457.5709838202369	-0.12180289149423687	0.2528163312367766	-0.4817841114075881	0.6299593174761959	0.9998207068924773
ENSTGUG00000007806	REPS2	145	213	187	97	196	243	176.73622512918533	7.306320080089475e-4	0.31531890891665665	0.0023171208175214895	0.9981512067285617	0.9998207068924773
ENSTGUG00000007807	LNX1	136	178	151	86	139	198	145.5865666131593	-0.10963553289659053	0.3049738839504776	-0.3594915455593352	0.7192274013647924	0.9998207068924773
ENSTGUG00000007808	GLO1	4477	3395	3625	4412	3822	3849	3943.4709428337665	0.11597329478103303	0.20200734155532393	0.5741043562482174	0.5658971856652528	0.9998207068924773
ENSTGUG00000007809	JMJD6	321	396	588	279	268	499	387.21072399805996	-0.2801954795304157	0.3003327558484157	-0.9329501164096676	0.350845724658254	0.9998207068924773
ENSTGUG00000007810		83	120	53	89	80	45	78.13636825495232	-0.18552235568319156	0.43538493093412506	-0.42611110881846664	0.6700268858604798	0.9998207068924773
ENSTGUG00000007811	ACSF3	362	523	257	340	497	303	376.6623136569921	0.04654014844300587	0.2883500632417118	0.16140155448481108	0.8717771424236811	0.9998207068924773
ENSTGUG00000007812		0	0	0	1	0	0	0.18682111453654074	1.0060978560677527	4.080472856796901	0.246564035928307	0.8052456404796711	0.9998207068924773
ENSTGUG00000007813		27	91	73	58	97	54	65.50133500691582	0.19329914391261355	0.4728198074191057	0.4088220097371554	0.6826702865093396	0.9998207068924773
ENSTGUG00000007814		620	684	692	646	620	802	673.870887514079	0.09581490816986953	0.1645277579914036	0.5823631789529141	0.5603220778385771	0.9998207068924773
ENSTGUG00000007815	GATD1	1491	1641	1478	1205	1510	1268	1421.785981662788	-0.1690628286711974	0.13476197378518465	-1.2545291815084982	0.20964972588183417	0.9998207068924773
ENSTGUG00000007816	HRH3	61	115	245	37	91	281	134.54744401735908	-0.0338269800838039	0.6301876577920514	-0.05367763025115622	0.9571920055752489	0.9998207068924773
ENSTGUG00000007817	BTBD9	401	587	563	408	606	570	515.862173269248	0.0710712859197812	0.19061228705108296	0.3728578415342895	0.709254250575677	0.9998207068924773
ENSTGUG00000007818		36	46	27	18	36	41	33.415006766824924	-0.17354387591640186	0.48726032628690347	-0.35616254095396555	0.7217188429436319	0.9998207068924773
ENSTGUG00000007819	ST6GALNAC2	38	57	44	29	32	32	38.18656135441896	-0.528159059402574	0.4062741412074227	-1.300006586274274	0.19359871181978622	0.9998207068924773
ENSTGUG00000007820	UBE2QL1	1905	2082	2249	1862	2130	2407	2091.2240251765984	0.0770145140614903	0.13081679677946628	0.5887203780973402	0.5560488655028822	0.9998207068924773
ENSTGUG00000007821	TALDO1	2795	2390	2842	2619	2109	3027	2627.8673660594054	-0.006696486980463731	0.19677501869891628	-0.0340311845718077	0.972852283404585	0.9998207068924773
ENSTGUG00000007822	MED10	1692	1459	1809	1420	1412	1661	1570.2733200568412	-0.1041632130468249	0.1687263764679282	-0.6173499083388685	0.53700395436708	0.9998207068924773
ENSTGUG00000007823	MTG2	340	433	575	301	369	531	419.45560571873835	-0.13066304138213153	0.2545032098227602	-0.5134042964453266	0.6076685408073135	0.9998207068924773
ENSTGUG00000007824	TTC28	303	550	458	350	370	479	412.9147619451797	-0.07442509136113463	0.22918848651249396	-0.3247331159328435	0.7453830688989341	0.9998207068924773
ENSTGUG00000007825	HMCES	722	442	720	498	496	649	587.1893444348822	-0.17075043755957192	0.25573950812291846	-0.6676732852614331	0.5043421663430278	0.9998207068924773
ENSTGUG00000007826	RBBP7	291	220	268	277	201	271	255.41607430144234	-0.010714770286291675	0.26411764376344316	-0.04056817308232673	0.9676401574599662	0.9998207068924773
ENSTGUG00000007827		1121	1059	910	929	851	942	966.6023817530704	-0.13755833118230862	0.17777666817673643	-0.7737704423932346	0.4390665546326697	0.9998207068924773
ENSTGUG00000007828	UROD	412	507	580	387	432	486	463.1245615085528	-0.155424717294891	0.17956651732702017	-0.8655551135506906	0.3867341798720427	0.9998207068924773
ENSTGUG00000007829	BCAS3	686	684	622	531	716	611	637.2848421069639	-0.06515522991871203	0.16087124652465434	-0.4050147638330549	0.6854666586822878	0.9998207068924773
ENSTGUG00000007830		137	182	278	138	225	275	202.77060791871656	0.12530801559234025	0.32098375742130675	0.3903874033970741	0.6962501010532817	0.9998207068924773
ENSTGUG00000007831		179	241	89	164	285	136	180.644648100708	0.24311842810172343	0.3962688331167161	0.6135189239828909	0.5395332738546992	0.9998207068924773
ENSTGUG00000007832	RAB7A	7764	8483	7642	6528	7367	7273	7460.80932639375	-0.1313985346402258	0.1075361891928615	-1.2219006050564822	0.22174521663179148	0.9998207068924773
ENSTGUG00000007833	MYH7	0	0	0	0	0	10	1.6023590796737401	4.154806482991914	3.5889082304295443	1.1576797778678891	0.2469947393342872	0.9998207068924773
ENSTGUG00000007834		572	787	659	527	749	628	646.3879759637507	-0.0408685118794443	0.16705722475674037	-0.24463779964592852	0.8067368932958342	0.9998207068924773
ENSTGUG00000007835	CCDC59	1206	1331	712	879	1161	747	999.9342677153498	-0.17783354764152143	0.263339559949425	-0.6753013017705156	0.4994843570408759	0.9998207068924773
ENSTGUG00000007836	SS18L1	526	445	470	444	458	539	478.992521601901	0.035697979530538486	0.18673367171628633	0.19117055431104138	0.8483919723967549	0.9998207068924773
ENSTGUG00000007837	ST6GALNAC1	2	0	9	0	7	10	4.530517507331655	0.5945457552711643	1.7273716482496961	0.34419098858870534	0.730702658831573	0.9998207068924773
ENSTGUG00000007838		4294	3962	3648	3637	3396	3915	3799.959126718714	-0.07782525924788043	0.15916762572228838	-0.48895156219561864	0.6248759898311813	0.9998207068924773
ENSTGUG00000007839	ZFAND3	615	626	632	477	660	653	605.2948336770555	-0.03294816018763518	0.15658947453207947	-0.21041107830581107	0.8333468469524621	0.9998207068924773
ENSTGUG00000007840	EIF4G2	5244	7042	6217	5785	7921	6574	6405.150370986396	0.176498503131122	0.1377773570852397	1.2810414342752012	0.2001791129079306	0.9998207068924773
ENSTGUG00000007841	METTL25	644	609	528	546	701	440	576.1806045363948	-0.03710669276867111	0.22346853640195646	-0.16604884681361454	0.8681185095127092	0.9998207068924773
ENSTGUG00000007842	MOGAT1	502	391	445	500	357	489	448.78399852203137	0.05563438179068482	0.2440019318330258	0.2280079562187904	0.8196400552584752	0.9998207068924773
ENSTGUG00000007843	SPG7	2039	3022	2229	2038	2617	2288	2347.1318618725963	-0.021197637668700833	0.15727375656292827	-0.13478178516209885	0.8927844077485774	0.9998207068924773
ENSTGUG00000007844	SAXO2	88	131	127	94	121	126	113.16837167225978	0.023877383029283595	0.2662788305576286	0.08967060197493246	0.9285489780286404	0.9998207068924773
ENSTGUG00000007845	ACSL3	631	854	679	791	926	768	770.2349723840865	0.25096325648061996	0.16362823834566587	1.5337405023603456	0.1250935053807401	0.9998207068924773
ENSTGUG00000007846	TXLNG	287	410	367	272	432	349	348.36034214258467	0.0251543893775225	0.20510839967394015	0.12263948925305015	0.9023925825607074	0.9998207068924773
ENSTGUG00000007847		210	370	180	184	289	188	233.33508245735092	-0.1501398277556208	0.306115521940198	-0.4904678691365143	0.6238028610179459	0.9998207068924773
ENSTGUG00000007848	C7orf57	13	8	26	26	21	19	18.975708343012737	0.54183352951779	0.6683880240973851	0.8106571482179101	0.4175625883552197	0.9998207068924773
ENSTGUG00000007849	CHEK2	88	98	71	109	108	104	96.21784537646401	0.36996281875588516	0.286399606828382	1.291771391912477	0.1964363253600868	0.9998207068924773
ENSTGUG00000007850	EFL1	1321	1164	969	1177	1140	954	1121.6529751138653	-0.031747162846863644	0.20880159952973582	-0.15204463432447257	0.879151731767261	0.9998207068924773
ENSTGUG00000007851	MDGA1	230	127	147	183	103	188	164.3347986027016	-0.049656468372816176	0.37476746868480765	-0.13249940969283802	0.8945892899054756	0.9998207068924773
ENSTGUG00000007852	CYGB	461	248	216	293	202	248	280.47472499606937	-0.2791183838816031	0.35562750935977017	-0.7848616221621745	0.4325347055361676	0.9998207068924773
ENSTGUG00000007853	PHOSPHO2	316	473	383	328	435	343	375.67399003469757	-0.034148634496056776	0.19674535328617263	-0.17356767987494198	0.8622052341517232	0.9998207068924773
ENSTGUG00000007854	UPP1	152	191	123	154	184	131	154.98366054985783	0.059776562561106646	0.27267816165833	0.21922020523230465	0.8264785167658021	0.9998207068924773
ENSTGUG00000007855	TMTC2	145	157	182	97	162	248	162.71030325341601	0.08585746431120418	0.3230595859150966	0.2657635558716045	0.7904213123068309	0.9998207068924773
ENSTGUG00000007856	KLHL41	31	56	86	14	85	79	56.81403409133338	0.046639739792793934	0.6125821903438072	0.07613629734585937	0.9393106628291186	0.9998207068924773
ENSTGUG00000007857	RPN1	5725	6716	5659	5270	7218	6160	6073.97139186253	0.08228160826051566	0.12936855622449933	0.6360247857889711	0.5247602671331755	0.9998207068924773
ENSTGUG00000007858		10	27	8	2	17	8	11.558177720691882	-0.7119265448452673	0.9311873234817191	-0.7645363364520111	0.4445476914348122	0.9998207068924773
ENSTGUG00000007859	MARCH8	149	158	181	220	165	214	181.41090934079853	0.3506599085885089	0.2540613312264947	1.3802175517843638	0.16751967143551522	0.9998207068924773
ENSTGUG00000007860	RHBDF2	10	35	24	20	32	17	22.58151344649704	0.06617231649960105	0.624545353224154	0.10595278014317609	0.9156198172053811	0.9998207068924773
ENSTGUG00000007861		145	227	87	107	243	116	151.6678165331529	0.05840524130726195	0.40975367938370144	0.14253744199468218	0.8866555068441921	0.9998207068924773
ENSTGUG00000007862	ZSWIM5	811	770	664	739	644	658	714.0632922016863	-0.08745936004890655	0.1941515974496747	-0.450469433153011	0.652371989720074	0.9998207068924773
ENSTGUG00000007863	RASL11B	959	952	789	659	814	882	836.2429404222798	-0.1636119347211132	0.16472583432788476	-0.9932378572473681	0.32059405343317676	0.9998207068924773
ENSTGUG00000007864	PSMA7	5488	4818	5360	4713	5233	5813	5216.402140370066	0.04310562738948097	0.1441615732025829	0.29900913559611914	0.7649330750657202	0.9998207068924773
ENSTGUG00000007865	SLC6A15	570	705	483	488	583	560	560.2139365940369	-0.06365005553381002	0.17915911256183134	-0.3552711030081885	0.7223865017125597	0.9998207068924773
ENSTGUG00000007866		0	0	0	1	0	1	0.34705702250391474	1.9389586701113268	4.034741439867064	0.4805657807344431	0.6308251407669663	0.9998207068924773
ENSTGUG00000007867	FASTKD1	176	248	214	133	258	199	201.4812965722539	-0.07983824881585741	0.2582782084245331	-0.3091172472616308	0.7572323398394645	0.9998207068924773
ENSTGUG00000007868		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000007869		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000007870		6	0	0	2	0	11	3.185979994160959	1.039946550030776	2.246556033644827	0.4629070160976845	0.6434310182374525	0.9998207068924773
ENSTGUG00000007871	USP46	185	209	160	155	228	195	186.9887723552043	0.09681008053760091	0.22700406340448623	0.42646849173400164	0.6697665025163668	0.9998207068924773
ENSTGUG00000007872	ZFAND4	797	723	777	768	791	709	759.7995968004835	0.025845534826012352	0.1710956753803421	0.1510589602487513	0.8799292059065416	0.9998207068924773
ENSTGUG00000007873	SYAP1	2719	3130	2289	2569	3172	2402	2698.4494837301127	0.04661881327371021	0.17306172983439472	0.2693767901102134	0.7876397450624741	0.9998207068924773
ENSTGUG00000007874	RPL13	5308	6422	5305	4345	5351	5316	5292.448137304458	-0.14043182830784678	0.11611282615164951	-1.20944285797019	0.22649275166644378	0.9998207068924773
ENSTGUG00000007875	PPIG	1809	1532	1396	1619	1543	1646	1590.5709260770486	0.06235814188575112	0.18167464223872157	0.34324075785883285	0.7314173447291477	0.9998207068924773
ENSTGUG00000007876		5	18	17	7	15	19	13.141605862390733	0.07723469305442021	0.7757615209203589	0.09955984019778324	0.9206937782349293	0.9998207068924773
ENSTGUG00000007877	TMC3	207	109	102	246	87	77	141.67443992051574	0.053260656715932976	0.5253553288434439	0.10138025407143947	0.9192486106741935	0.9998207068924773
ENSTGUG00000007878	HSCB	1836	1946	1839	1522	1821	1831	1786.6019058627876	-0.0804128771932802	0.11653273631196809	-0.6900453875725364	0.4901656452162819	0.9998207068924773
ENSTGUG00000007879	GATA2	23	36	26	16	54	29	30.020535574628123	0.2429327391639981	0.5539672328594506	0.43853268705088483	0.6610001804768592	0.9998207068924773
ENSTGUG00000007880	AARS2	340	360	388	284	414	361	354.6653800373126	-0.004697928064033715	0.18128984853435526	-0.025913905836505984	0.9793260085182055	0.9998207068924773
ENSTGUG00000007881		5	33	21	6	33	32	20.860557301105366	0.30145747144970175	0.8189146150367347	0.3681183189485256	0.7127850119744723	0.9998207068924773
ENSTGUG00000007882	PPM1D	354	427	385	258	456	350	366.9870671285271	-0.10014179476776493	0.209175891298484	-0.47874443917089554	0.6321204473114922	0.9998207068924773
ENSTGUG00000007883	CTPS2	156	315	220	148	308	308	237.48024909441187	0.18081546390227596	0.3135177169793467	0.5767312471026553	0.5641210205793502	0.9998207068924773
ENSTGUG00000007884	LSM14B	86	42	37	85	113	55	70.22147834158929	0.6387114951752844	0.47835926831895037	1.33521296121186	0.18180665594864842	0.9998207068924773
ENSTGUG00000007885		6926	6292	5120	6598	6669	5957	6259.5125873780435	0.11225894465526899	0.1817385813478388	0.6176946239082325	0.5367766564856824	0.9998207068924773
ENSTGUG00000007886		1703	1635	1617	1651	1561	1674	1637.0398451262906	0.025508969726932174	0.15080249419822803	0.16915482640095425	0.8656748609828958	0.9998207068924773
ENSTGUG00000007887	HPDL	91	173	65	96	130	88	105.79072702922991	-0.007713806046488343	0.3888803587821343	-0.019835936354939215	0.9841742504515629	0.9998207068924773
ENSTGUG00000007888		259	447	395	253	492	456	376.8533346736641	0.16021460423737705	0.26182579387682825	0.6119129894159604	0.5405953270701267	0.9998207068924773
ENSTGUG00000007889		33	6	44	26	20	32	27.01380865989182	-0.06852412279944588	0.7224928295603542	-0.09484401781695695	0.924438723273274	0.9998207068924773
ENSTGUG00000007890	MUTYH	77	146	167	97	134	207	135.6526600354795	0.20679975100722692	0.3599019249993722	0.5746002914754836	0.5655616548930829	0.9998207068924773
ENSTGUG00000007891		51	136	58	63	119	59	79.41349679800827	0.03546324715132777	0.4563704931056163	0.07770714296184927	0.9380610120283432	0.9998207068924773
ENSTGUG00000007892		244	319	276	315	337	257	290.2365970450181	0.1714489817379394	0.21264592624319592	0.8062650659098873	0.42009002886029384	0.9998207068924773
ENSTGUG00000007893		0	0	1	0	0	0	0.16234678414754475	-0.9174554955747362	4.080472856796901	-0.22484048485864025	0.8221033699494316	0.9998207068924773
ENSTGUG00000007894		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000007895	EEFSEC	159	232	220	173	240	260	211.40164134028026	0.18012397573844896	0.22599849784220194	0.7970140397314333	0.42544287747339765	0.9998207068924773
ENSTGUG00000007896	APPBP2	1189	1254	1421	1156	1467	1290	1287.8453082733877	0.057811023554510226	0.14200839213329527	0.4070958250146673	0.683937609653005	0.9998207068924773
ENSTGUG00000007897		52	15	51	16	22	48	33.869592821032526	-0.4658255403683015	0.6503486870420391	-0.7162704402264598	0.4738243754472818	0.9998207068924773
ENSTGUG00000007898	KCNE4	76	115	66	90	114	80	89.47637553286927	0.19763379037647988	0.3299191433305768	0.599037050052146	0.5491481780586172	0.9998207068924773
ENSTGUG00000007899	ALX1	0	3	13	0	2	2	3.210301307057036	-1.9883895796648177	1.8881591627090824	-1.0530836694995178	0.29230264667759387	0.9998207068924773
ENSTGUG00000007900	SCG2	4599	4478	4930	5875	4603	5861	5063.142943579528	0.27398673457644035	0.17778201342867642	1.5411386635372981	0.12328304167863989	0.9998207068924773
ENSTGUG00000007901	CHMP1A	327	293	321	335	249	366	315.234038647343	0.0609486716731346	0.23712451717564118	0.25703234907586187	0.797153800816348	0.9998207068924773
ENSTGUG00000007902		362	349	268	333	395	295	332.8921042016386	0.10540169444883052	0.22620644428432335	0.4659535442604325	0.6412487534378191	0.9998207068924773
ENSTGUG00000007903		45	18	18	24	11	33	25.083143424649077	-0.2315422799750016	0.6789747154992148	-0.3410175293563923	0.7330903853632609	0.9998207068924773
ENSTGUG00000007904	AP1S3	4	16	9	3	18	3	8.52882034470202	-0.2354524521060729	1.0512676003437864	-0.22397004533296283	0.8227806115251131	0.9998207068924773
ENSTGUG00000007905		1764	2592	1509	1764	2790	1540	1972.7385538124013	0.10295851596849825	0.2513090328850205	0.40968887901297235	0.6820341890435337	0.9998207068924773
ENSTGUG00000007906	VWC2	343	409	329	375	405	475	386.9587782849798	0.2589324438968659	0.1740701254767715	1.4875179941857326	0.13687805430412642	0.9998207068924773
ENSTGUG00000007907	CTR9	811	1080	839	764	971	961	895.4297330273916	0.025503253292803573	0.14898477669955007	0.17118026323075056	0.864082026089582	0.9998207068924773
ENSTGUG00000007908	RASSF9	74	76	83	87	107	123	91.11705174133864	0.4797628966348752	0.2787623247247204	1.7210464043469438	0.08524240362543575	0.9998207068924773
ENSTGUG00000007909	CDH4	1219	1208	1021	917	871	909	1020.284597655473	-0.3078534350289183	0.16774542875253823	-1.8352418740606669	0.06646985924633876	0.9998207068924773
ENSTGUG00000007910	IKZF1	7	8	4	10	28	11	11.200434329177437	1.3889352452054136	0.8243529893344871	1.6848792485446342	0.09201187100853356	0.9998207068924773
ENSTGUG00000007911	NTS	409	345	464	372	373	1035	494.67117164399497	0.5620983294073707	0.3616921842836815	1.5540792802050352	0.12016550688137063	0.9998207068924773
ENSTGUG00000007912		205	355	294	203	354	373	292.23364405766216	0.15993064733869344	0.26050480751004934	0.6139258959070223	0.5392642970238004	0.9998207068924773
ENSTGUG00000007913		890	796	834	742	916	660	803.7609145233395	-0.0811678880294036	0.18896563744834194	-0.42953782034362037	0.6675318766427762	0.9998207068924773
ENSTGUG00000007914	RUVBL1	3176	3744	3438	3058	3774	3402	3406.781355794834	0.02592881364742035	0.11207024800374533	0.23136215105505809	0.8170334665875294	0.9998207068924773
ENSTGUG00000007915	CDK10	507	695	585	474	523	560	552.0263619726093	-0.14991669541678254	0.15694578542524493	-0.9552132604936344	0.3394698612681342	0.9998207068924773
ENSTGUG00000007916		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000007917		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000007918	CCDC167	648	760	682	546	746	688	671.9623930644473	-0.03968590708047273	0.1452193824805163	-0.27328243931761165	0.7846361131365189	0.9998207068924773
ENSTGUG00000007919	AANAT	5	3	2	3	0	2	2.540557641149943	-0.9291698438780177	1.6361412712527315	-0.5679031879481822	0.5701007071528363	0.9998207068924773
ENSTGUG00000007920		18	11	9	16	19	26	16.485004104455143	0.7012990515506651	0.6464564203209431	1.084835774703103	0.2779943976714453	0.9998207068924773
ENSTGUG00000007921	DCUN1D4	1968	1848	1819	2002	2156	1863	1939.6819689659899	0.1392229397780143	0.15428655155100063	0.9023660090814402	0.36686247127041866	0.9998207068924773
ENSTGUG00000007922		121	136	97	95	151	130	120.45389408908403	0.1193639728090489	0.2753572222494773	0.4334877140099255	0.6646604897732868	0.9998207068924773
ENSTGUG00000007923	UBE2O	358	296	347	302	294	341	322.34938055327103	-0.05682643589042625	0.20597854504123955	-0.275885218429176	0.7826362274742418	0.9998207068924773
ENSTGUG00000007924	CMTR1	219	341	313	190	365	325	287.25577863510057	0.04490430830254059	0.25467540882991785	0.17631976526060839	0.860042734854681	0.9998207068924773
ENSTGUG00000007925		5	4	2	2	2	1	2.6660597388914478	-1.0927118855236384	1.4462599188640417	-0.7555432265466528	0.4499231060431741	0.9998207068924773
ENSTGUG00000007926		3	4	0	1	2	1	1.8046307969108963	-0.7698272774175712	1.8921404978931946	-0.40685524054621525	0.6841143117684583	0.9998207068924773
ENSTGUG00000007927	TOE1	566	600	667	470	560	582	569.7727646168662	-0.14611893212138696	0.15202021249481779	-0.9611809490554949	0.33646119356584003	0.9998207068924773
ENSTGUG00000007929	FIGNL1	51	120	160	45	79	128	94.82870831815809	-0.3591754032018775	0.470609305073486	-0.7632135602286743	0.44533604301262214	0.9998207068924773
ENSTGUG00000007930	DDC	4	0	14	24	10	14	11.295583115613812	1.484689635656457	1.1226645277379959	1.3224695347308144	0.18601184758798062	0.9998207068924773
ENSTGUG00000007931	GRPR	131	61	61	101	89	63	85.3460013882209	0.034104109530269516	0.44697505018841666	0.07629980580771424	0.9391805803382947	0.9998207068924773
ENSTGUG00000007932		689	990	896	715	958	759	825.9378867243929	-0.03445997905130802	0.17107792570877328	-0.20142855314933733	0.840363490547691	0.9998207068924773
ENSTGUG00000007933	MGAT4C	823	1011	430	849	1144	454	782.7951779047698	0.16613353120016683	0.3630465103920923	0.4576094975289576	0.6472330188706115	0.9998207068924773
ENSTGUG00000007934	TESK2	111	119	90	97	122	93	104.77724897382978	0.005841827966790407	0.28108828956940696	0.020782893430883857	0.9834188438573689	0.9998207068924773
ENSTGUG00000007935	CCDC117	156	196	177	129	197	183	170.95351741188915	-0.019393387503660195	0.22556136886834513	-0.08597831978480171	0.931483651701303	0.9998207068924773
ENSTGUG00000007936		222	245	349	224	254	308	264.8140764548964	-0.014351417136068054	0.2397236415027963	-0.05986650730858621	0.952261955326002	0.9998207068924773
ENSTGUG00000007937	KLHL23	87	87	78	51	75	58	72.01920982889104	-0.41905805561438253	0.3141621314092288	-1.3338910508870845	0.18223956486927723	0.9998207068924773
ENSTGUG00000007938	XBP1	4315	5039	5109	3703	4324	4670	4487.420221185863	-0.14612019630076886	0.11494682664274161	-1.2711981754391104	0.20365815552239025	0.9998207068924773
ENSTGUG00000007939		98	167	179	107	136	175	141.55576414655644	-0.04264775647892165	0.29806007926759476	-0.14308442976905003	0.8862235016528021	0.9998207068924773
ENSTGUG00000007940		2	0	0	0	0	0	0.3499142591489211	-1.9001681596611186	4.030349445333685	-0.47146486562377915	0.6373088039350956	0.9998207068924773
ENSTGUG00000007941	GRB10	205	205	210	140	132	230	185.47712433619392	-0.2694413827571143	0.270064884731592	-0.9976912882432036	0.3184290789150151	0.9998207068924773
ENSTGUG00000007942	SSB	2728	2978	2991	2582	2772	3088	2839.1925159203797	-8.476800055258165e-5	0.11754937106826116	-7.211267893841533e-4	0.9994246241182373	0.9998207068924773
ENSTGUG00000007943	SERPINE2	1805	2130	1731	1377	2245	1843	1834.3664144604604	-0.019632828992298238	0.16789695278259859	-0.11693380175708021	0.9069125119587458	0.9998207068924773
ENSTGUG00000007944	AP1S2	476	668	459	435	746	493	539.5722280054395	0.10214951249830125	0.22848708868062967	0.44706907986858657	0.6548251832889128	0.9998207068924773
ENSTGUG00000007945	C12orf29	1267	1174	1164	1172	1327	1122	1201.2253968463692	0.04762709931980374	0.1586469335090366	0.30020813050944267	0.7640184036988062	0.9998207068924773
ENSTGUG00000007946	SDK1	322	402	189	294	396	254	307.50151408270756	0.09502642177131827	0.302637501527783	0.31399420525084715	0.7535254399059843	0.9998207068924773
ENSTGUG00000007947	TCTE1	11	5	7	10	9	13	9.215440448637233	0.4998942840059879	0.8230663396632789	0.6073560051192197	0.543614678529758	0.9998207068924773
ENSTGUG00000007948		19	29	14	23	18	13	19.29764672969332	-0.1260716973551147	0.6165607964911162	-0.20447569497216844	0.8379817833557643	0.9998207068924773
ENSTGUG00000007949		338	335	219	224	265	177	258.57289474048554	-0.37704084732475646	0.27392659250784085	-1.3764302467784835	0.16868846898560064	0.9998207068924773
ENSTGUG00000007950		30	39	10	17	31	23	24.662688502149805	-0.12045702432382942	0.6296574608040746	-0.19130564127677518	0.8482861416167691	0.9998207068924773
ENSTGUG00000007951		12	46	15	8	16	15	18.04174917708994	-0.8451538315542036	0.723090200108953	-1.168808305556981	0.24248087333343435	0.9998207068924773
