id	Mal7_Exe_MSt	Mal8_Exe_MSt	Mal9_Exe_MSt	Mal7_Exe_AreaX	Mal8_Exe_AreaX	Mal9_Exe_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PRRX1	9	17	3	2	28	7	10.961280127862167	0.4839598685319965	1.1075439184426195	0.4369667518128943	0.6621354605693259	0.9998924110731865
unown17	0	2	0	0	0	0	0.31530879825956	-1.726208052984153	4.038432635585228	-0.4274450532549245	0.6690551982200144	NA
ATP6V1B2	10238	6918	9666	8064	6210	11378	8629.732296332555	0.039675740788257786	0.22495069338137075	0.1763752766967178	0.8599991265119669	0.9998924110731865
LZTS1	792	1121	558	264	384	390	568.4944668150436	-1.135589796916012	0.2700939025598525	-4.204425890970888	2.617456796929957e-5	0.0012289410947240792
FMO4	3	1	1	0	3	1	1.4677177891403863	-0.20631677610381566	2.151308616866869	-0.09590291903552735	0.9235976762137414	NA
GFRA2	58	69	58	26	65	62	55.19264278026785	-0.17832364370354628	0.43511818322396967	-0.4098280664399567	0.681932076143511	0.9998924110731865
unown18	342	406	328	216	394	373	338.24206357364665	-0.02380116259634562	0.24878259959053706	-0.0956705277439787	0.9237822489553779	0.9998924110731865
RHOBTB2	583	1389	877	300	677	629	724.825363021856	-0.7307485277545425	0.3424241243702609	-2.1340451088206303	0.032839088478678176	0.33096745279473133
unown19	7335	10024	6364	4358	7196	6258	6816.258294235735	-0.2959990248857735	0.2254679745715771	-1.3128207030209764	0.18924337211335734	0.8332845534660123
MYOC	40	34	31	17	44	44	34.31620440172191	0.09393802128646259	0.5157914611165797	0.18212403338959235	0.8554853882221182	0.9998924110731865
CHMP7	735	841	680	451	531	692	643.0185633188656	-0.3238976506106983	0.1788431138869512	-1.8110714109766493	0.07012979830197599	0.5120039322679384
unown20	840	956	889	736	803	984	858.8578315187217	0.02323478937358344	0.1566367262164937	0.14833551450424046	0.8820779888524708	0.9998924110731865
LOXL2	6	5	1	33	15	1	11.110540908525147	2.2815834371622836	1.2255711322386686	1.8616491341426002	0.06265256274807891	0.4811490662029569
