id	Fem7_Exe_MSt	Fem8_Exe_MSt	Fem9_Exe_MSt	Fem7_Exe_AreaX	Fem8_Exe_AreaX	Fem9_Exe_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
unown7247	26	34	34	36	55	54	39.47145074436461	0.6682321431710835	0.4268648791091513	1.5654418432494501	0.11747934367454181	0.9999773224878018
unown7248	691	644	512	739	764	461	638.0994256580715	0.1426109335521379	0.2711679497245689	0.525913677103031	0.5989481855978006	0.9999773224878018
HSPA12A	528	1077	1160	527	976	1078	872.3894623718022	-0.05374412279712886	0.29606427762111004	-0.18152856274645945	0.8559527157337028	0.9999773224878018
RSPH3	248	273	242	171	199	233	225.80651895023277	-0.29763018817524683	0.20978722945481634	-1.41872405173905	0.15597948227107084	0.9999773224878018
M1AP	92	85	72	113	115	48	88.15196436546073	0.21090944832995426	0.43922994710522556	0.48018002806950466	0.6310993868944377	0.9999773224878018
unown7249	238	282	327	239	251	333	275.58551438248054	0.010577768409685407	0.20956832356759203	0.05047408038397445	0.9597446039273558	0.9999773224878018
unown7250	188	147	158	223	136	150	168.3191488535488	0.11416136382983132	0.32941908262897696	0.34655358432410754	0.7289267215369228	0.9999773224878018
SOX17	84	88	122	58	42	118	84.04336338599518	-0.38365594340243264	0.4357193327039025	-0.8805116381263485	0.3785822032825229	0.9999773224878018
POLR3B	721	604	777	680	675	783	703.4455772074352	0.0754373890974862	0.16775751325920793	0.44968113577676416	0.6529403753677763	0.9999773224878018
VPS39	590	811	547	495	730	630	628.9882777868031	-0.0332431126235472	0.21579278197774066	-0.15405108696812794	0.8775694547358365	0.9999773224878018
TAGAP	44	82	39	66	87	55	62.091126756388554	0.382776215801699	0.4481491366104859	0.8541268620905399	0.3930347016673288	0.9999773224878018
unown7251	7	0	2	4	2	1	2.7537914210772523	-0.3135220560526469	1.8148568336056967	-0.172753051506411	0.8628455415584999	0.9999773224878018
LOXL3	23	36	23	25	30	26	27.03242641963901	0.03074042696737814	0.519648284983917	0.059156217494934195	0.952827681913352	0.9999773224878018
unown7252	3	1	0	3	4	0	1.889899223158873	0.8246350089834953	2.264420760381882	0.36417039775082494	0.715730770655985	0.9999773224878018
unown7253	2	0	0	1	0	0	0.5349658486484813	-0.928739316559699	4.030599401361506	-0.23042213429743919	0.8177637631664167	0.9999773224878018
ENO4	13	29	15	6	13	7	13.60538903868919	-1.0930767280906735	0.7791320846039114	-1.402941490525785	0.16063428709920233	0.9999773224878018
XKR4	290	217	257	296	181	205	242.26857433405038	-0.0950178459144277	0.30684285044169946	-0.30966289674877473	0.7568173208269502	0.9999773224878018
EZR	303	248	420	254	414	410	336.98615885323994	0.19276703937203965	0.2518261856689406	0.7654765482786522	0.44398782603295367	0.9999773224878018
unown7254	358	546	558	451	581	490	492.58273489228486	0.11539954274041356	0.20094081496833718	0.5742961814830769	0.5657673927274682	0.9999773224878018
AUP1	1248	1007	1257	1124	991	1025	1106.617742236491	-0.10400363915394852	0.18187292961298349	-0.5718478246062405	0.5674250740898431	0.9999773224878018
SHTN1	771	868	998	746	1013	775	854.3840985500829	-0.005080285565950179	0.16353860503811066	-0.031064748074415095	0.9752179030542562	0.9999773224878018
unown7255	65	100	110	86	97	86	89.82950250262351	0.031219488713790138	0.3166735191484849	0.0985857257586216	0.9214672039985619	0.9999773224878018
STK24	309	257	306	273	274	337	291.37074025189423	0.06620550354530952	0.2044338108789625	0.32384811133079783	0.7460530297384236	0.9999773224878018
TGS1	689	753	762	709	761	699	725.6478557787917	0.030961378763377383	0.14319714709418407	0.2162150531044684	0.8288201203744247	0.9999773224878018
VAX1	16	40	6	8	8	8	14.266719921897744	-1.329195252378326	0.8969288091519105	-1.481940638783968	0.13835609056877418	0.9999773224878018
unown7256	127	180	157	139	168	217	163.0954871001127	0.21955080873362298	0.25907515305087103	0.847440621565561	0.39674957063731353	0.9999773224878018
unown7257	244	266	200	222	314	267	251.04764810478258	0.21390852522846773	0.23334898206388305	0.9166893437311281	0.359305451709517	0.9999773224878018
unown7258	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
SYTL3	0	3	8	1	5	5	3.502714517303584	0.06467824375456509	1.6390922276823825	0.03945979528315975	0.9685238072508197	0.9999773224878018
LYN	51	71	85	39	69	76	63.96958189007765	-0.12756531735620916	0.38731294841207825	-0.3293598054989041	0.7418837450180998	0.9999773224878018
GOLIM4	214	270	254	294	252	199	247.3034800507308	0.08373196707381972	0.26074574476839063	0.3211249608241748	0.7481156952252626	0.9999773224878018
unown7259	15	25	19	26	28	6	19.907140382265187	0.10398594313800798	0.7568366010052762	0.13739549990035835	0.8907181878756825	0.9999773224878018
unown7260	869	488	790	773	458	752	689.7722228893389	-0.05496885764972001	0.30190627795544644	-0.18207258895700074	0.8555257600009107	0.9999773224878018
DYNLT1	1694	1584	1852	1316	1579	1750	1615.5656241504958	-0.09905017333443127	0.12949204483439836	-0.7649131918574777	0.44432323800716156	0.9999773224878018
unown7261	748	1046	1272	754	1186	1148	1010.208564600275	0.05928949036247534	0.205724944404803	0.28819786795427194	0.7731952807125837	0.9999773224878018
TMEM181	179	216	203	133	241	226	197.1230362616997	0.0385289384257603	0.25596275447556904	0.15052556573983025	0.8803499819798042	0.9999773224878018
unown7262	130	86	64	44	76	61	76.61873164873236	-0.614891638355623	0.4238548328345435	-1.4507128165639032	0.1468598450924604	0.9999773224878018
unown7263	691	961	1139	618	991	1210	919.2175750856582	0.0564349696601026	0.23312388637519119	0.24208145521937538	0.8087170474883284	0.9999773224878018
GULP1	1441	1437	2149	1134	1244	1961	1538.7638299330279	-0.16386074151407	0.22151787587130795	-0.7397179160803521	0.4594711746696437	0.9999773224878018
unown7264	273	374	392	320	431	403	361.90167590059997	0.20249168972997272	0.1911460862880533	1.0593556669783017	0.2894378318252575	0.9999773224878018
unown7265	11544	13402	12192	11228	13282	12752	12328.292895017472	0.052289720065680806	0.11029525234691111	0.4740885845314013	0.6354367386527895	0.9999773224878018
TULP4	373	548	434	373	552	428	447.4156495036664	0.0433035747274688	0.21429895362972418	0.20207086406166386	0.8398613251052675	0.9999773224878018
NUAK1	972	1078	1591	880	992	1325	1123.7239049541413	-0.13295860364206105	0.20340674080288912	-0.6536587878909299	0.5133316602346834	0.9999773224878018
unown7266	469	363	349	403	468	287	390.58932251614544	0.018797487403963004	0.2717270569527114	0.06917782724608955	0.9448480721129036	0.9999773224878018
GTF2H5	3213	2677	3201	2702	2819	3311	2972.1534652983664	0.004121103380526876	0.14477317829972858	0.028465931527695155	0.9772905397142426	0.9999773224878018
PDZD8	416	588	558	379	562	501	494.76395231503506	-0.0689551841690375	0.19106081507958592	-0.3609069925736179	0.7181689760935709	0.9999773224878018
SERAC1	438	529	477	459	471	509	478.16331550318705	0.0467775590401234	0.16276608885153826	0.2873913071830952	0.7738127164577284	0.9999773224878018
TFPI	91	490	441	108	407	370	307.83225278237666	-0.1686095124700742	0.7887560569354766	-0.2137663615860729	0.8307292581518573	0.9999773224878018
unown7267	211	304	323	225	243	294	263.710206041377	-0.0812902150403657	0.21991811757746413	-0.3696385542756929	0.7116518203963057	0.9999773224878018
EMX2	232	150	162	143	142	147	162.63475314802105	-0.29232839485672163	0.29432657805526036	-0.9932109997957318	0.3206071389309327	0.9999773224878018
CALCRL	91	139	94	101	144	130	115.66095926732027	0.25228204626035855	0.30354664898983785	0.8311145818934883	0.40590890288161874	0.9999773224878018
RAB11FIP2	1786	2022	2356	1544	2070	1968	1936.399005210497	-0.0942895484721668	0.1302069912662587	-0.7241511961470275	0.46897291676563835	0.9999773224878018
PDCD10	890	1081	1018	848	1045	920	960.1615414925661	-0.037542638720009194	0.1396993032765598	-0.2687389116442966	0.7881306057429153	0.9999773224878018
FAM204A	2800	2607	2342	2613	2611	2519	2580.776386456713	0.04701868055800902	0.16195960543440965	0.29031115772290905	0.7715782036202602	0.9999773224878018
CAPN3	29	19	20	18	27	4	19.548611330278575	-0.4233279202615317	0.7947824530395824	-0.5326337020181405	0.5942871678004269	0.9999773224878018
SYNJ2	71	18	41	60	78	45	52.52756416049711	0.5247689782335132	0.5740533259475629	0.9141467430178227	0.360639743913167	0.9999773224878018
WASHC4	562	539	622	474	613	694	578.8177269722537	0.08903404967102492	0.16329855708237467	0.5452225130569427	0.5856004895539957	0.9999773224878018
IPO5	709	779	786	781	950	880	809.8712052356552	0.24790292493236127	0.12985047473716327	1.9091414600844068	0.056243845578179325	0.9999773224878018
unown7268	12	19	5	7	25	9	12.718260536540955	0.1958909229283783	0.9010953246173993	0.2173920090103149	0.8279028581868777	0.9999773224878018
unown7269	116	120	133	100	113	98	112.58911287764883	-0.1931591624402748	0.2606373837897064	-0.741103059091953	0.4586309549430259	0.9999773224878018
unown7270	89	105	88	113	95	88	96.49561580767458	0.13135416893923743	0.31554960175796964	0.4162710654915916	0.6772116628225177	0.9999773224878018
BCHE	178	258	177	201	416	261	246.30355244972958	0.5502546187216448	0.30504035823012843	1.8038748115635308	0.07125093449155664	0.9999773224878018
unown7271	15	31	37	21	50	43	32.16232735717387	0.5026055268914361	0.5613551680121759	0.8953431900720197	0.37060365910115867	0.9999773224878018
CACUL1	498	587	676	457	516	598	549.5710854447849	-0.11256963878990747	0.16107723388516249	-0.698855052788914	0.4846426194411886	0.9999773224878018
unown7272	13	13	22	14	36	39	22.391993174916294	0.9222823870084081	0.6338598015026304	1.4550258350853644	0.14566210936405383	0.9999773224878018
SLITRK3	455	647	564	528	741	546	575.9294387799605	0.17394443244534047	0.19950696976399585	0.8718714571781916	0.3832785064372718	0.9999773224878018
unown7273	0	2	4	1	4	1	1.9280248983845902	0.07603012690100591	1.9609229369681878	0.03877262357824078	0.9690716716360771	0.9999773224878018
unown7274	1301	1836	1797	1289	1531	1530	1531.7278954364965	-0.12773098416062337	0.14808914401285023	-0.8625276688042689	0.38839721401917543	0.9999773224878018
unown7275	1	4	1	1	7	2	2.612110728272974	0.750075095498084	1.6474370267609901	0.45529818943841477	0.6488947286381558	0.9999773224878018
ALDH1L2	251	288	302	276	373	345	303.4974905152386	0.28771505421712684	0.17955159110952923	1.6024088254479252	0.1090652345125426	0.9999773224878018
SNX9	557	512	472	475	552	492	508.6882530204039	0.02285255449082905	0.1815569084786937	0.12586992520590795	0.8998348895073852	0.9999773224878018
RPS20	1673	1655	1625	1322	1601	1564	1563.678327662181	-0.09905684524205909	0.12488655879153794	-0.7931745914098401	0.4276761089431476	0.9999773224878018
FAM171B	599	718	671	483	689	576	616.9158341139279	-0.14119512181968627	0.16477367661589687	-0.85690338845096925	0.3914982799812841	0.9999773224878018
unown7276	0	3	0	1	1	2	1.155180870844805	0.45444413226853747	2.617902545088528	0.17359092802026738	0.8621869621647991	0.9999773224878018
PLAG1	39	31	50	34	65	42	43.014658240100964	0.27491569391621334	0.453279195621205	0.6065041073403997	0.5441800557322373	0.9999773224878018
ITGAV	282	201	197	277	292	179	239.29549094651804	0.18726572442846837	0.3132094859813962	0.5978928889771603	0.549911404995614	0.9999773224878018
unown7277	50	31	46	56	63	63	51.45992363541996	0.5636947957609957	0.39966315341393027	1.410424731291599	0.15841430707124535	0.9999773224878018
RAP2A	317	370	490	359	364	438	385.96925206612934	0.03984457633882681	0.199483202901727	0.19973900438352077	0.8416847073050018	0.9999773224878018
MBNL2	4354	4414	2226	3664	3733	2447	3492.9335781247505	-0.11484151183072058	0.30131402830714044	-0.38113562941602713	0.7031026106709577	0.9999773224878018
ZDHHC14	1013	1456	1241	830	1335	1226	1168.932438082573	-0.09005902653225493	0.1895531925511301	-0.4751121588625441	0.6347070325281824	0.9999773224878018
unown7278	4	3	0	2	2	0	1.8799689565532498	-0.7698442748572609	2.2291499813830096	-0.34535328770459583	0.7298287902472793	0.9999773224878018
unown7279	132	242	208	151	200	193	185.40291472807627	-0.044482298763458855	0.2723531947031675	-0.16332578294864233	0.8702619346012518	0.9999773224878018
ZNF106	797	957	958	838	1023	1172	949.5080485322903	0.2070124705548627	0.14376396845306855	1.4399468293923834	0.14988244266916026	0.9999773224878018
TMEM242	968	1089	1147	834	1219	1027	1037.3115343360919	-0.012272724926060113	0.1482434160568524	-0.08278765595467279	0.9340203845530926	0.9999773224878018
unown7280	9	9	5	6	4	10	7.157926999686712	-0.16987269290027923	0.9797953737021927	-0.1733756838005971	0.8623561371687862	0.9999773224878018
SFXN4	1882	1678	2036	1734	1700	1840	1803.6375137559583	-0.03191116286239878	0.13980904877692757	-0.22824819381551373	0.8194532968486096	0.9999773224878018
PENK	43875	46144	39170	24169	32911	34112	36399.45118788365	-0.46841383817855814	0.14738736647366107	-3.178113900707129	0.0014823650441047702	0.9999773224878018
ARID1B	1114	1121	1112	1049	1180	1174	1119.9314744332564	0.07113868229782963	0.1264489006591607	0.5625883809743975	0.5737152057375009	0.9999773224878018
IMPAD1	741	824	954	729	785	730	788.1547953833015	-0.1087771423362108	0.14461140001444073	-0.75220309273922	0.45192893404613105	0.9999773224878018
PRDX3	9537	10777	12156	8240	10565	11202	10303.041086516567	-0.06681083208634124	0.11647734062351343	-0.57359510209193465	0.5662418269428202	0.9999773224878018
unown7281	36	53	69	48	60	73	55.735208603068195	0.25144533468645	0.39497080116569344	0.6366175270281983	0.5243740057585854	0.9999773224878018
FAM110B	697	869	1117	648	796	1192	873.2298231659477	0.021438079806974254	0.2282840261416223	0.09390967983749572	0.9251809044238835	0.9999773224878018
OXGR1	0	2	1	0	5	0	1.2840807902788571	0.7559727778966133	3.0003504749693657	0.2519614905669752	0.8010708297394855	0.9999773224878018
unown7282	546	386	559	390	384	524	461.75676741359166	-0.15487241003286156	0.22469980913368298	-0.6892413955755597	0.49067137067208827	0.9999773224878018
unown7283	198	465	333	219	395	326	317.6438555939947	-0.03871013979458046	0.3179538187961749	-0.12174768002832416	0.9030988508756088	0.9999773224878018
unown7284	16	33	8	11	15	15	16.242370639761894	-0.44525054639677974	0.7702118098967692	-0.5780884435626302	0.5632044088615041	0.9999773224878018
unown7285	148	157	192	121	124	129	143.84440575442312	-0.353258560609223	0.23795710659871327	-1.4845472180200614	0.13766380626512464	0.9999773224878018
unown7286	110	210	141	128	195	134	151.59688079088912	0.036373109934390836	0.3242618550966581	0.11217202813925956	0.9106870074816312	0.9999773224878018
NOX3	0	5	1	0	1	0	1.1267449724559442	-2.4133213904409554	3.1033084268176268	-0.7776608246817936	0.43676899288333715	0.9999773224878018
SLC41A2	160	242	270	197	255	275	230.32002057501737	0.1671616390409882	0.2404128426402205	0.6953107712766692	0.48686056545416107	0.9999773224878018
unown7287	396	378	401	425	411	347	392.77220146460127	0.06794876378003481	0.20155450142803324	0.33712352390351596	0.7360237848488057	0.9999773224878018
unown7288	1093	1072	1453	911	967	1397	1135.9879022305265	-0.09505471590455526	0.18969286023685158	-0.5010980159499382	0.6163021431118663	0.9999773224878018
CYP7A1	0	1	0	1	0	2	0.6688989800672359	1.5311725857810712	3.5996380612090064	0.42536848420443635	0.6705680767857233	0.9999773224878018
HAUS2	628	616	687	543	585	726	626.2445695289791	-0.012471581194558079	0.15665021291814232	-0.07961419880785679	0.9365441020493788	0.9999773224878018
unown7289	1111	1426	1142	1048	1166	1090	1157.6948487218528	-0.10473888127548711	0.15879918177746027	-0.6595681419962681	0.5095310040367501	0.9999773224878018
ZC3H15	1682	1747	1882	1439	1689	1962	1719.13827556858	-0.016538253832914924	0.1252234886068846	-0.13206990171655125	0.8949290022918155	0.9999773224878018
CHST11	401	414	495	416	317	490	419.8879344127176	-0.03995017100373823	0.22100485633421812	-0.18076603232339358	0.8565512261081984	0.9999773224878018
SDCBP	7718	9172	8181	7169	8082	8378	8066.027261010726	-0.03753569000698111	0.11479082960089838	-0.3269920614519833	0.7436738895132654	0.9999773224878018
TXNRD1	0	6	0	2	8	3	3.1178847709405626	1.1377907524676056	1.9680618534136176	0.5781275372489433	0.5631780167488711	0.9999773224878018
TFB1M	359	265	232	274	259	192	264.654892234163	-0.19080667137150414	0.2997069118909954	-0.6366442140677132	0.524356618507337	0.9999773224878018
unown7290	83	194	109	110	148	131	127.98481346089274	0.060535951550975374	0.3623646157178314	0.16705812026115135	0.8673243180518609	0.9999773224878018
unown7291	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
SPTSSB	146	189	260	170	252	241	206.78048339788285	0.20913291467070758	0.2592654142191896	0.8066363780164727	0.4198760086976683	0.9999773224878018
unown7292	669	678	834	689	600	722	694.9683044281564	-0.056635668145811904	0.17115019221339234	-0.33091209196655647	0.7407108879977271	0.9999773224878018
CLDN20	28	38	20	34	62	11	32.21118625557174	0.35998342004974637	0.6972366813550605	0.516300174210755	0.6056447745808256	0.9999773224878018
unown7293	158	172	121	145	285	130	167.76687244555168	0.34391692821140923	0.35973227122678164	0.9560357958393949	0.3390541499881617	0.9999773224878018
unown7294	20	39	47	76	44	26	42.44426442571883	0.5744031893295357	0.5912391892437396	0.9715242152068115	0.3312873006317232	0.9999773224878018
unown7295	172	176	147	111	179	173	158.26643837457516	-0.06641233908075354	0.2668899692202076	-0.24883789853472368	0.8034861741615698	0.9999773224878018
unown7296	9	171	21	19	216	21	74.29896647230677	0.35782865557737226	1.4652284151275237	0.2442135655321899	0.8070654213191042	0.9999773224878018
unown7297	11	28	36	9	12	36	21.339562467446978	-0.35161121240757526	0.7630787556665485	-0.46077971611258295	0.644956655827627	0.9999773224878018
RGS10	2600	3523	2217	2453	3452	2476	2774.5632225238255	0.04788039003441613	0.2180532522842238	0.21958117814269487	0.8261973513328471	0.9999773224878018
RASSF6	2	16	2	7	16	5	7.940103185684183	0.5265241947224627	1.1885031868138523	0.4430145417901423	0.657755216501642	0.9999773224878018
TIAL1	3573	3154	3471	3168	3121	3288	3285.653874193007	-0.03985682212501405	0.1379136888818486	-0.2889983035633221	0.7725826757555756	0.9999773224878018
unown7298	50	23	30	44	64	25	39.5604339038838	0.40551114541179584	0.5742331790600737	0.7061785354784822	0.4800771169414401	0.9999773224878018
NSMAF	467	465	512	472	571	604	511.8981765173297	0.2352497635499396	0.1478006829316386	1.5916689888283422	0.11145909981361181	0.9999773224878018
SCAF8	642	640	644	569	614	609	616.8359316925096	-0.05483543330535671	0.1456708628192903	-0.376433778478967	0.7065944379679415	0.9999773224878018
NFYB	793	978	1069	774	969	1136	942.7865980775846	0.0669455739451166	0.15874898289619538	0.4217071046615256	0.6732388180421578	0.9999773224878018
unown7299	0	0	0	0	1	0	0.16122884617986674	1.0127345221883313	4.080472856796901	0.24819048128243398	0.8039870308300985	0.9999773224878018
PPM1L	57	87	94	68	74	71	74.4112308325083	-0.09809148963112031	0.3340044439324634	-0.29368318719422387	0.7690000027470258	0.9999773224878018
ZNF804A	1654	1569	1958	1548	1638	1490	1633.62698665138	-0.09073655736618312	0.14166961539069575	-0.640480014828517	0.5218605779142357	0.9999773224878018
B3GALNT1	1	5	36	8	9	28	13.910825738612964	0.18957490384559889	1.1642465610831698	0.16283054653751844	0.8706518565705119	0.9999773224878018
ARL14	0	4	2	0	0	15	3.353623836182767	1.3271023954727328	2.4052645085895294	0.5517490449526312	0.5811203025813454	0.9999773224878018
KPNA4	2401	1556	2529	2289	1601	2194	2093.7914327106732	-0.029826552161961263	0.24247555222525682	-0.12300849256032526	0.9021003729521704	0.9999773224878018
ADARB1	843	664	934	759	700	914	798.1639770716806	0.011195140937898114	0.1919607223655019	0.058319956290756494	0.9534937717467082	0.9999773224878018
TTBK2	1009	1209	1291	946	1212	1204	1134.0421207134088	-0.012955805933486908	0.13115098910353654	-0.09878542298494605	0.9213086426500117	0.9999773224878018
unown7300	578	791	790	623	872	859	744.1928999741207	0.17174304089264608	0.1699093036562097	1.0107924474821386	0.3121157786491592	0.9999773224878018
HCFC2	425	575	498	443	496	486	483.95359393752136	-0.019726908248450775	0.17168693795920997	-0.11490046058796603	0.9085240200173031	0.9999773224878018
unown7301	56	254	125	51	269	146	146.37335070767512	0.12078156659287032	0.5942018313007545	0.20326690398861608	0.8389264223025095	0.9999773224878018
BAG3	85	228	161	56	254	160	153.45455300228804	0.010657242786891162	0.5004215107352928	0.021296532139939338	0.9830091101644303	0.9999773224878018
UBR1	1078	1280	1281	1040	1400	1180	1200.090617906776	0.040657098722459185	0.13943044683781752	0.2915941219764622	0.7705969702044422	0.9999773224878018
GLT8D2	3	10	4	2	7	7	5.380136494201266	-0.06691777733346621	1.164778744232968	-0.05745106327256428	0.9541858875299666	0.9999773224878018
unown7302	211	205	229	233	294	322	247.44088133555877	0.43934452984745104	0.1950633634982644	2.252317000836296	0.02430224656283302	0.9999773224878018
unown7303	44076	36996	33390	38306	41473	33474	37981.43957550512	0.029999936435590895	0.1864918920117754	0.16086456152043677	0.8722000745452902	0.9999773224878018
unown7304	474	382	518	538	397	488	466.2687545741051	0.1144190682682014	0.2293287786364587	0.49893026487348613	0.6178285120779401	0.9999773224878018
FAM207A	396	561	384	364	548	393	437.96997533191603	0.00227621517849029	0.23855413316810692	0.00954171343946601	0.9923869296843238	0.9999773224878018
SMC4	132	139	176	151	157	160	151.56251849420988	0.12389546202633112	0.23535073658100455	0.5264290387452769	0.5985901439327042	0.9999773224878018
ITGB2	48	8	18	10	4	22	18.43949917940162	-1.0378573497131633	0.9331745382830255	-1.1121792410053821	0.266061091575884	0.9999773224878018
DZIP1	196	216	307	212	208	267	231.9638330784319	-0.005975203756751148	0.23705755617443292	-0.02520570891380675	0.9798908833494713	0.9999773224878018
TOX	107	75	86	93	134	129	103.55702420770993	0.44146720638059295	0.3108984667363645	1.4199722855338108	0.15561574967617978	0.9999773224878018
TDG	619	782	685	604	733	660	676.0496646783912	-0.013608690637794803	0.1562683066505622	-0.08708541693118707	0.930603616947323	0.9999773224878018
CA8	398	528	416	371	664	537	480.8748256345243	0.2621869953443485	0.22648021942683708	1.1576595784297454	0.2470029856283495	0.9999773224878018
CLDN10	5	3	9	12	10	10	8.185122201698235	0.9881869761726757	0.9277551581918583	1.0651376793189655	0.28681363046306696	0.9999773224878018
ABCC4	134	105	147	108	120	120	121.56490750131651	-0.09947106677476641	0.2694474941486721	-0.36916679106275757	0.712003407211007	0.9999773224878018
OPRM1	916	893	1322	892	1202	1323	1078.5570411769775	0.17421715689173445	0.1832532158234761	0.9506908575048097	0.34176133060345215	0.9999773224878018
C12orf73	482	461	489	388	430	556	464.25740271266113	-0.017785356942957867	0.1794971699034526	-0.09908433070295315	0.9210713131480803	0.9999773224878018
unown7305	17772	28702	25044	17277	27901	22820	22959.949437493895	-0.02729177753275493	0.19150900371508803	-0.14250910924980573	0.8866778846667449	0.9999773224878018
RAB2A	3321	3829	4152	2755	3452	3708	3498.996053628731	-0.1417451465524607	0.11730564693026167	-1.2083403507141335	0.22691637360535305	0.9999773224878018
MCMBP	486	509	752	416	566	624	550.9873796156137	-0.07154814439934984	0.20464785490955664	-0.3496159020624491	0.7266269751050989	0.9999773224878018
IFT80	1925	1462	1901	1776	1279	1763	1683.0352616885975	-0.07550887090479781	0.21393262295557472	-0.35295631802952276	0.7241211887123439	0.9999773224878018
RGS17	404	517	408	423	458	459	442.93436301675445	0.06131896785059752	0.18357287596702737	0.33403065418886496	0.7383564271793719	0.9999773224878018
MTRF1L	303	425	390	245	463	374	361.6324083386715	-0.009448011676492748	0.2404087489660393	-0.039299783045031345	0.9686513795891295	0.9999773224878018
FBXO5	21	11	20	23	11	6	15.528625573079466	-0.28362582794993185	0.8116398775284007	-0.3494478718980972	0.7267530991478945	0.9999773224878018
VIP	6674	5523	5545	7490	8561	5172	6512.829028425946	0.3102344448868748	0.22461221223399694	1.3812002553257352	0.1672173963038248	0.9999773224878018
unown7306	90	71	164	101	105	76	100.21702745871735	-0.12813800523256638	0.39024451013770733	-0.328353127087809	0.7426446791582317	0.9999773224878018
TMEM62	86	109	60	74	67	42	73.19481123767477	-0.4200384842659282	0.43280273226889665	-0.9705079310935631	0.3317933735498168	0.9999773224878018
unown7307	13	14	30	21	9	17	17.214414451175077	-0.18272011758006093	0.7250150371971891	-0.25202252119684637	0.80102365613407	0.9999773224878018
unown7308	468	613	575	392	555	581	524.5679083842041	-0.07361955960453564	0.17975637752658688	-0.40955186468222493	0.6821347133693909	0.9999773224878018
MYCT1	48	75	50	36	49	49	50.64577943080873	-0.3267627537797164	0.4044101429894809	-0.8079984131066066	0.41909149566722315	0.9999773224878018
unown7309	4429	3870	4226	3994	3714	4251	4070.2552030046045	-0.01595436586101388	0.14680572375159903	-0.10867672903550603	0.9134589000520593	0.9999773224878018
SYNE1	24992	22357	25602	27428	26872	21690	24819.74325218582	0.11859477717427531	0.16874893275112177	0.702788309477394	0.48218768376045407	0.9999773224878018
CHD7	615	775	681	692	801	697	706.9090391658211	0.13276825497887948	0.16021102398859147	0.8287086098915005	0.4072693126090206	0.9999773224878018
IQCJ	4	2	17	14	10	13	9.924411922094176	0.7895544037782458	1.0074145265185956	0.7837433181619619	0.4331907391157518	0.9999773224878018
unown7310	731	354	430	711	355	360	498.08187665267576	-0.01818945289460363	0.3936855287441552	-0.04620300104153543	0.9631484505458112	0.9999773224878018
MFSD1	953	1223	1155	900	1193	1046	1068.866532100813	-0.03707811709946595	0.14620404532384412	-0.2536052748563651	0.7998005210927505	0.9999773224878018
unown7311	34	27	47	49	25	31	35.627748948591545	0.045685370399423414	0.5323216741712303	0.08582286353556955	0.9316072310596167	0.9999773224878018
unown7312	207	241	403	242	351	355	295.34212780687267	0.21170511230929634	0.26721716215455615	0.7922586655824445	0.4282098678195974	0.9999773224878018
RARRES1	54	54	24	52	102	13	50.07991645732151	0.37085021345517905	0.7120435756013535	0.5208251659906896	0.602488570192305	0.9999773224878018
unown7313	363	708	512	477	602	468	517.4727096735413	0.02390157368059845	0.252714641465354	0.0945792991731951	0.9246489929823575	0.9999773224878018
unown7314	6	0	2	1	1	1	1.8583987452934232	-1.4065369442149989	2.0688401474690483	-0.6798673865333241	0.4965884336590831	0.9999773224878018
unown7315	142	219	186	160	209	198	183.97319593645264	0.10125274961809166	0.24280741575660658	0.41700847275434444	0.6766722103880207	0.9999773224878018
unown7316	9	38	19	7	8	4	13.88405281316076	-1.7241331768400832	0.8604470209152585	-2.0037644793123004	0.04509529550975403	0.9999773224878018
SOX21	282	242	289	260	260	320	274.2304652308236	0.09480529029890596	0.2036690884014868	0.4654868887713541	0.6415828240067513	0.9999773224878018
unown7317	388	539	515	363	542	494	468.01976772307546	0.0016820607124297575	0.19135433079924977	0.008790293407022028	0.9929864509276819	0.9999773224878018
LXN	7	13	33	24	13	27	19.269090962949523	0.37117343077641957	0.762507368256303	0.48678012335174753	0.6264141576296927	0.9999773224878018
GPR180	298	363	381	315	402	401	356.85713562898786	0.15038951728666464	0.17100309578733763	0.8794549396561312	0.37915465478398774	0.9999773224878018
NT5DC3	161	182	277	161	191	252	201.09735829223817	0.01631014567663254	0.27065549310288106	0.06026164660339171	0.9519472479814647	0.9999773224878018
MLF1	970	1037	966	962	1094	968	995.8458362435504	0.07402858855125036	0.14335556794087337	0.516398418384302	0.6055761702066742	0.9999773224878018
RSRC1	593	590	867	574	535	764	647.2424793294949	-0.07254094263103071	0.20862207917300885	-0.3477145991382485	0.72805453152778	0.9999773224878018
DNAL1	585	1003	840	711	819	687	767.8995564353008	-0.07085996273103785	0.2102559706545218	-0.337017600548762	0.7361036321542755	0.9999773224878018
TGDS	453	368	484	367	317	452	404.56437881336586	-0.1488256835736079	0.21715829141009055	-0.6853327248396859	0.49313398596114433	0.9999773224878018
unown7318	12	24	86	38	65	62	46.622507452923074	0.5189564866145053	0.6714786352557709	0.7728562896373183	0.4396074357663811	0.9999773224878018
unown7319	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
CLVS1	1065	897	1323	1051	963	1287	1090.7005051449162	0.06240007549411574	0.18908370794721707	0.3300129671221319	0.7413901641646286	0.9999773224878018
